17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
17,Private,5~7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
18,Private,3~7,Married-civ-spouse~Divorced~Married-spouse-absent~Never-married,Exec-managerial~Handlers-cleaners,White,Male,United-States,<=50K
